label,tweet
happy,tidak usah terobsesi untuk punya pacar  gapenting  masih    taun juga  santai ajaaaa  dd kalau kamu tidak mau ninggalin  malah cowok  yang lebih baik tidak ada yang bisa deketin kamu mba  d
fear,pakdok   ada komentar mengenai efek masing ke otak  seringkali dengar celotehan kalau orang jadi sengklek gara gara kakehan micin 
fear,liat temen temen sudah pada kewong saja   ngeri juga kalau saya memikirkan sampai kapan ya saya kewong dengernya itu loh   masalahnya saya belum kepikiran masih takut
happy,pendidikan mah nomor   donk za haha   btw saya sepertinya pilih nyekolahin anak negeri aja  gedein pengeluarannya di jalan    kan itu pendidikan juga buat gw  karena mengalami adalah belajar juga hahaha
anger,saya ajukan paylater  namun ditolak dengan alasan yang kurang rinci  apa bisa dibantu alasan lebih pastinya  saya rasa foto ktp dan info yang saya berikan sudah cukup jelas  kriteria seperti apa yang diinginkan traveloka 
sadness,reply      im not robot  fight for my way  its okay thats cinta  goblin itu yang ingat kayaknya saya suka mewek terutama drama yang ditinggal meninggal gitu  memang cengeng   
fear,selalu takut kalau mama tahu saya abis belanja  padahal belanja juga pakai tabungan sendiri cuma kalau mama sudah ngomel entah kenapa jadi menyesal sendiri sudah belanja online terus
love,semoga sehat selalu  dan yang terpenting selalu sayang dan cinta sama    walaupun saya itu followers baru tapi kita bisa saling kenal karena kita keluarga we are family i cinta you
happy,amin amin mba dew    sudah lama sekali tidak merasakan sensasi lahiran jadi tidak tahu ini sudah sampai mana progresnya hehe
fear,hanya bedanya si memang adik saya suka begitu sama bau  kesehatan jadi memang masih agak niat lah  lah saya memang asal saja daptar  mana saja maklum lah pas itu masih takut kalau tidak kuliah  tapi berasa si kuliah di tempat yang bukan passion  kesan nya mirip budak nilai 
anger,bpip tidak ada pentingnya bpip cuma mmberi tempat kepada tokoh bangsa tempat terhormat bpip tidak penting  hidupkan peljaran budi pekerti ppkn dan pmp cukup untuk bekal esok 
anger,kamu belum lahir bong  tanya sama mak mu    biar jelas     pki itu zaman soekarno bong berlanjut ke orba lalu di basmi  bisa jadi salahsatunya keluargamu ya  
love,sekarang kalau lihat yang lagi kasmaran bicara soal cinta  saya cuma bisa nyengir dalam hati  belum tahu rassanya kalau sudah punya baby xd  bisa berjuta kali lipattttttttttttttttttttttttt merasakan cinta dari yang anda rasakan saat ini  d
fear,tidak disemua tempat kita boleh melaksanakan sholat  salah satunya di bangunan yang didirikan untuk kekafiran  salah satunya gereja   saya berlindung kepada allaah swt  dari godaan setan yang terkutuk
sadness,protes warga yang tak terima anaknya diterima masuk ke sma negeri bukan karena kualitas sekolah negeri lebih baik atau bisa membuat anak nya sukses  tapi karena biayanya yang lebih murah  ini benar  zaman sulit 
happy,sedikit pun    bersyukur    berbagi dengan yang sama sama berjuang mencari ikhlas    mengucap syukur alhamdulillah    semoga bermanfaat terima kasih
fear,apakah ini berarti takfiri  ya allah  cukuplah engkau sebagai rabb kami  tempat bersandar dan meminta pertolongan  kami berlepas diri dari orang orang yang mempersekutukanmu dengan apapun 
fear,harus cepat  capcus nicch   warga jakarta diperkirakan mulai mudik ke arah jawa dan sumatera mulai jumat    juni      
anger,fadli zon yakin   pada dasarnya tak ada bibit bibit teroris di indonesia   yang ada adalah kelompok ngaceng kekuasaan yang selalu jualan    ga
sadness,      kalau lagi lapar jam segini di jakarta gampang cari makan  sedangkan disini  ada makanan sisa buka saja sudah bersyukur dan iya  saya lapar sekarang
sadness,saya kasihan sama mama hulk ijo ini bah  membesarkan anak yang bahkan tidak punya nyali shg pakai akun anonim  badan besar otak kosong 
sadness,me  gila ya orang orang itu  tetiba hujan deras di lapangan semua penonton ambil jaket dan buka payung tapi tetap fokus menonton teman  lebih gila mana  rela terbang jkt paris demi menonton tennis  me dalam hati  iya juga ya
anger,dari sekian banyak thread yang saya baca  thread ini paling aneh sih dalam penulisan  sumpah aneh bgt  mau ngatain  lebay  saja segala bikin thread hadeh  saya juga tidak jago nulis  tapi tulisan saya tidak seberantakan thread mbaknya 
sadness,jangan pernah membohongi mereka yang mempercayai kamu  sebaliknya jangan percaya kepada mereka yang berbohong ke kamu   terjemahanbebas   pertanyaannya  kalau saya lugu gimana dong  kak  saya tidak tahu dia bohong apa enggak   jadigalau 
love,cinta itu saat seseorang selalu ada untuk membantumu kapanpun dan dimanapun meskipun ia tak memintanya  seperti saya ke kamu
sadness,sudah ah jangan sedih katanya strong sel  adit
anger,wah kelihatan gobloknya kalau begitu bangsa kita  masa waste system hanya tempat sampah dari jerman       tolong gub wagub temuin mas   saya sudah berikan konsep penanganan sampah secara integrated ke beliau  rencana saya presentasikan
sadness,setelah saya melawan perasaan  saya baru paham sampai mana titik itu ditentukan  tidak baik rasanya menyalahkan seseorang yang mempersilahkan masuk  saya lebih memilih menyalahkan diri sendiri yang salah datang dan niat untuk bertamu walau sekedar 
love,jika ingat dirimu  hati ini plong begitu ku akan mempetahankan dirimu dalam rasaku karena kamu adalah            sejatiku       penuh cinta
love,bagimana jika  ketika kamu merasa bahwa yang kamu dapatkan sekarang benar benar untukmu  kamu mendapati dia yang pernah kamu cinta dalam diam  ternyata juga mencintaimu  dalam diam 
happy,oh iya bisa tuh tapi mesti bikin mold bentuk panda dulu hahahaha  saya ingin nya bikin marble soap nis kayak gini
happy,pastinya donk  semangat ya feminis muda belajar ict nya olvyt
anger,manusia rakus bunda  menteri sudah advokat dirampok juga  banyak tahu rahasia negara waktu di istana sama orba  bandit bingit
anger,tadi saya lewat jalan yang aga ramai orang jualan  saya liat ada yang dagang baju  dan baju itu tulisannya  gantipresiden     gila mesti tidak sih sampai kaya gitunya  kadang saya bingung ya sama orang indonesia  tidak pernah ada rasa bersyukurnya
happy,sama mirip bahagia  mau gimanapun persepsi orang tentang bahagia  kalau bahagiamu memang beda dari persepsi orang   itu tetap bahagia kamu  orang lain tidak ngerasain  tapi kamu yang merasakan tentang bahagia kamu 
sadness,ku bingung deh kenapa jadi fans itu harus menjatuhkan idola orang lain sih  kenapa tidak damai  aja  kek tidak ada kerjaan ngejatuh in orang lain
love,lagi bicara sama kiya   dek  doain mama ya dek  supaya bisa blablabla  dek kiya bantu doa ya     manggut manggut  senyum   tulus sangat mukanya  meski tidak ngerti apa yang dimaksud  tapi tiap bilang doain ya dek dia pasti senyum  sambil peluk 
anger,kalau orang yang digituin pakai hijab  bukan penyanyi dangdut  dan berpakian tertutup  saya rasa orang masih akan bela  tapi hanya karena via vallen penyanyi dangdut yang terkenal dengan  gay seksi   she deserved to be sexually harrased 
anger,sudah ngaku saja ci haha enga lah enak saja kamu    
fear,bodoh sangat memang gue  telat sadar kalau menutup aurat itu ya begitu loh  bodo amat mau kamu d rumah kamu sendiri  karena bisa saja ada tamu non mahram dateng  atau tiba  sepupu laki  dateng 
sadness,kaya orang jaman sekarang ya dok  yang keliatannya tegar nothing happens begitu yang paling butuh di taking care first karena sejatinya broken inside
anger,akhirnya di tangkepin polisi  tidak ada yang nolongin  kan kasihan  ya memang sih jamaah nya juga yang bloon  mau saja ditipu pakai ayat al qur an  jual beli ayat untuk syahwat kekuasaan 
sadness,saya tahu didepan mungkin akan ada badai besar  bhkan bisa melenyapkan apa saja tapi seperti yang ku yakini salama ini yaitu ketidakmungkinan yang selalu saya semogakan
love,qyara kamu tau  ibumu adalah sosok terpenting di perjalanan hidupku  dia merubah ku menjadi saya yang lebih banyak berfikir sebelum bertindak  dia menekan ego dan amarahku  dia seseorang yang mengenalkan ku pada apa arti kata mencintai dan menghargai  saya sangat berterimakasih pdnya 
anger,yo yo wes sampean benar   paling bener  saya tidak tanya lagi  awas kalau jawab lagi
fear,saya waktu smp juga gini kejadiannya pas istirahat sekolah  karena penasaran sangat telunjuk saya staples  pas sudah nancep  saya kaya matung begitu takut  teman saya yang liat langsung jerit  sekelas heboh  akhirnya sampai sekarang saya trauma liat staples
anger,orang kaya terkenal lagi makan di warung malah digratisin  orang biasa miskin malah disuruh bayar gimana tidak yang kaya makin kaya yang miskin makin miskin    
love,dear abang sayang   semoga betah dengan agensi barunya  kami tetap mendukung apapun keputusanmu  kami percaya pada apa yang kamu pilih  cinta you oke taecyeon   pm  hottest  indonesia
love,sungguh memang indahnya ciptaan sang tuhan   sampai saya begitu sangat terpesona melihat garis senyum manismu sayang
fear,jam   malam nonton video video penampakan di yutup  takut sih  mana lampu rumah saya matiin semua 
sadness, ngbrol masalah gaji  atasan aing   waktu itu bagaimana sih ndre detail gajimu  yang di jelasin pak      aing  tidak tahu pak  saya nanyain gaji saja malah di marahin atasan aing         aing           savage  langsung ada backsound mobile legend
sadness,innalilahi wainnailaihi raji un  semoga seluruh amal ibadah beliau diterimah dan diridloi allah swt  semoga penjeblos ustadz abb diberi hidayah oleh allah swt  atau mendapatkan seluruh ganjaran yang setimpal
sadness,semoga mama bapa rusing teman teman di lombok semuanya baik baik aja  dan tidak ada gempa susulan  semoga yang ada di rinjani lekas di evakuasi   prayforlombok
anger,kalau memang tidak sanggup  lambaikan tangan ke camera saja bro  nanti ada yang jemput  pleaselah stop komen aneh  tentang negara ini  anda kan salah satu petugas pemerintah juga tho    
sadness,ampun tuhan  kami terlampau sibuk membangun mesjid sampai kami lupa bersujud kepada mu  sebegitu fasih kami membaca kitab suci mu tapi belum mampu menemukan mu  
anger,belajar agama yang tuntas jadi nga ngarang dalam hidup  isa saja disebut  dialquran terus kamu mau jelek in isa   bisa baca alquran ga 
fear,saya takut acc ke suspend atuh lah jangan sampai kek  ini acc pernah ke suspend kalau ke suspend lagi masuk ke kategori suspend permanen
fear,kalau dipikir pikir saya punya teman homo banyak   tapi tidak punya teman lesbi  entah kenapa bukan nya tidak respect sama yang lesbi tapi saya waswas aja  jangankan sama yang blak an lesbi sama cewek yang jomblo seumur hidupnya saja saya takut dia sukanya sama cewek
happy,dulu kaya hampir setengah jam atau   x sesi jelasin orang korea kata  cie    sampe pakai di dramain biat pada nyambung    akhirnya baru pada ngerti dan temu padanan kata ke korea   terus sekarang saya yang lupa bahas koreanya cie apa hahahhaa
happy,rakit merakit    jangan lupa bahagia     streetcubeastborneo  streetcubbalikpapan  janganlupabahagia  streetcubkaltim  streetcubfans  streetcub bpp  streetcub
fear,saya ngeri saja begitu pas berbela sungkawa niat hati mengirimkan emot sedih tapi yang dipencet malah emot tertawa terbahak bahak 
fear,tapiiiiiiiiiii  entah kenapa akhir akhir ini ada rasa takut banget  takut karena abis lulus ini bisa tidak sih berjuang sendiri  cari kerja sendiri  mulai benahin diri sendiri dengan ngurangin minta ini itu ke orangtua
sadness,terkadang perduli dan memberi motivasi yang berlebihan itu bikin sakit hati  sekira nya tidak nerimain mah oke  terserah  kalau sudah kecewa akan bodo amat  serius  atur sendiri
happy,wuish   saya tungguin nih film nya    bikin film superhero terus kirim ke negara tetangga lagi  biar film indonesia jadi trend 
love,mas hamdan sudah tahu kalau istrinya manja rewel dari sebelum hamil  alhamdulillah sesudah hamil mas lebih ngerti walau kadang suka sambil geleng jangan bosan jatuh cinta berkali kali pada istrimu mas
anger,saya tanya serius ya  bila   ngumbar ngember nama debitur ke media  bukankah melanggar pbi   kerahasiaan nasabah 
happy,chara saya fleksibel sebenernya  kalau lagi caoer biasanya pakai chara yang tidak benar dan cepat diwaroh mahluk tl  kalau lagi benar ya pakai chara yang cantik dan ganteng 
fear,bahaya    mercury      untung cepat tersadar dan stop buat pakai produk  instan ya  sayangi kulit dan kesehatan anda  karena cantik itu tidak perlu putih paling utama sehat drw aman dari mercury ples aman   
anger,baru kali ini temu teman mau buka bisnis yang sama  terus mau nyontek tapi dia ijin dulu kalau mau plagiat    cuy masio saya gaisok gambar blas tapi ngerti susahnya cari ide buat desain  bayar mahal ke orang  laah diaa seenak jidatnya nyontek
anger,pas saya sudah punya pacar terus pergi nonton ke bioskop  orang lain  dih nontonnya sama pacar mulu  terus tidak ngajak  nih  lah situ kalau di ajak tidak pernah bisa  pengen rasanya ku sentil amandelnya satu    
happy,ini lirik lagunya rendy pandugo     days dalam banget  jadi intinya  setiap ada hubungan itu pasti ada perselisihan  just let it flow and let it be  cause to me  you d be the one that i could see   epic 
happy,all we know of heaven  all we need of hell   pvris        saya ikuti pvris dari awal  saya rasa album yang sekarang lagu nya lebih mature  sangar  dark  tapi fragile  konsep keseluruhan album   mv   dan lain nya keren parah  saya suka lagu mercy  anyone else  sama winter
happy,hayuk ah ikut biar ramai liat acara waisak ikut   
anger,hadeee membicarakan sesat pikir  sepertinya mbak ini tidak sadar pemikirannya soal verbal harrasment sebenarnya kecermin dari twit  dia selama ini  memang anaknya suka digodain pakai tytyd  gimana dong kalau vv dan mayoritas cewek tidak satu selera sama lo  harus terima digituin  harus diem    
fear, rlt kalian yang cewek kalau sekelas sama pacar kalian terus kamu lagi nyeri dapat ingin dihibur apa gmn  cewek saya tadi malah saya ajak main onet di hp dia mendem marah kali ya 
sadness,qu juga sudi koh  saya disable instagram karena terlalu nyampah di explore    segala anak balita diajarin buat tiktok juga
fear,hidup banyak sekali persimpangannya  bingung harus ke arah mana  di satu sisi ingin hidup yang bebas tapi di sisi lain kepikiran kalau selamanya cuma mau bebas  bisa jadi orang gak 
happy, muktamar  imm kali ini agaknya merupakan muktamar yang  keren   muktamar yang  sadar  jaman  terlihat dengan pemaksimalan website dan media internet lainnya  dari countdown acara  regustrasi peserta sampai pendaftaran formatur  keren 
happy,ingat tebak tebakan dulu  budi  ikan  ikan apa yang bentuknya segitiga  aisyah  ikan sepat budi  kurang tepat ayy aisyah  terus apa dong   mendesak penasaran budi  iiikancut luuu   nb  seketika hening    detik kemudian tertawa malu  wkwkwkwk  recehkantwitter
love,datang datang  anak batita ini menyambut dengan sumringah  ingin peluk yang lama  nempel  tiap   menit ngetuk  kamar mandi  imo sudah belum mandinya    cuma mau jemur handuk  ditanya mau ke mana takut pergi lagi  terus dipeluk tidak lepas  dicintai semenyenangkan ini 
happy,bahagia kalau kamu datang tepat waktu bahagia kalau ac bekerja dengan maksimal bahagia kalau perka berjalan normal selamat bekerja ya min
happy,muhammad ali lebih dari sekedar petinju  ia muslim terbaik  manusia terbaik di era modern  teguh berprinsip namun lembut pada penggemar  amp
anger,anak nevolone marah grgr anton 
anger,itu pesan masuknya sudah sexual harrasement sih  dan itu sesuatu yang tidak bisa dibilang biasa aja  di budaya yang paham patriarki nya tinggi memang hal itu kelihatan tidak penting  tapi coba yang diperlakukan begitu saudari kalian  temen  atau pacar    tetap semangat gita  amp
fear,seram juga nih kalau sering mati lampu gini  ngeri saja pas lagi ditinggal keluarga ke jogja besok  sendirian di rumah terus mati lampu  jadi apa saya
happy,teman sma saya nih   berhubung dia lagi jomblo baru   hari makanya gangguin orang  barangkali ada yang mau knalan  dia bilang kemren kalau dia mau cari pasangan yang bisa ngeetiin tugasnya hehew
fear,cerita satinah satu ini kayaknya memang  beda  yaa   hampir semua reply bilangnya sama  degdegan  sampai tidak berani biarpun cuma liat  sampai sekarang saja saya gaberani liat pic nya    
happy,dari tadi sore ngiler coto tapi tidak sempat  terus sampai rumah keburu capek  lapar tengah malam buka kulkas temu indomie coto makassar  alhamdullilah  
happy,gurindam    karya raja ali haji  sudah saya baca dari sd  jadi bacaan saat belajar arab melayu  ini fenomenal  serius harus coba baca seluruhnya 
love,tetap disini   jangan biarkan saya sepi sendiri   izinkan saya selalu bersamamu   dalam ikatan yang direstui semesta   saya sayang kamu separuh hatiku
happy,dari zaman sd juga temenku cowok nih salah satunya yang dulu suka main sampai desa sebalah yang nyebarang kali wkk dan entah suka bikin prakarya padahal berantakin rumah dan sampai jualan lotre yak dulu wkk pen ngaqaq kalau ingat ini
anger,evaluasi sedikit boleh x ya buat yang terlalu sering nyinyirin tentang masalalu negara  bangun coi kita hidup di era kemunduran kemerosotan moral coi   gimana caranya kita bangkit dari masalalu bukan sibuk ataupun asik mengkritisi masalalu tanpa memikirkan kewajiban didepan mata 
fear,patut x saya buka hati saya untuk terima orang lain  tapi saya takut at the end dia berubah hati  angin x de tup    jeng   we re not meant to be together
anger,saya ini orang yang tidak bisa nyindir nyindir  bisanya adalah  bicara langsung tanpa ampun  disertai dengan sedikit bumbu kekesalan  dan setelah itu minta maaf dan teuteup  ngoreksi lagi dia harus mirip gimana 
happy,saya sangat setuju dengan mendukung apapun yang diputuskan pak bupati kutim untuk pemperjelas batas desa kecamatan dan perijinan lokasi perusahaan baik tata peruntukannya demi meningkatkan perekonomian  kesehatan supaya tenang dan selalu aman  
happy,senang deh baca tweet nya mantan pa konglomerat dan si pramugari yang lagi viral itu   jadi ingin ngetweet mengenai pengalaman kerja saya jadi kacung kampret bertahun   yang walaupun naik pangkat cuma ubah level doanng   dari cungpret lv   jadi lv  
love,saya jatuh cinta pada ryan gosling sejak di the notebook  mungkin itu kenapa saya tidak pernah bosan nonton ulang la la land  sampai sekarang sudah lebih dari    kali nonton la la land   mata sayu  senyum lembut   gosling banget 
sadness,woah    buat urusan difitnah  dimusuhin  dibikin tidak mau sekolah gara  tidak ada yang mau temenan  trauma setiap minggu malam karena besok paginya sekolah  dibikin malu didepan banyak orang  saya sudah melewati itu semua 
anger,hidup   th    hidup hambalang    hidup ektp    hidup pln mangkrak    katakan tidak pada hal  korupsi   
happy,lepas dari krim dokter alias krim klinik dan alhamdulilah tidak terjadi iritasi atau apapun yang tyda diinginkannn yang penting kalau mau out pakai sunscreen bep
fear,tidak biasa bahkan tidak pernah naik ojol di salah satu st  hampir saja bermasalah disamperin opang  untung saya dan si mas ojol  ganteng  masih dijaga sama allah  ngeri sekali sih
sadness,saya tadinya tidak mau baca sebelum beres skripsi wkwk padahal pas bedah buku catatan juang saya dateng  sudah fix sekali ini semhas habis libur lebaran huhu pasti itu sudah waktu yang tepat
happy,soalnya tadu limit time bang  time bidding untuk nainggolan tinggal   mnts  jadi mau tidak mau harus kritis jg  untungnya tadu bang rio dan azmi cekatan juga balas mensyennya  hehehe makasih bang
fear,semoga semua anak di thailand itu bisa selamat yahhh ini kalau dibuat dokumenter asliii bikin merinding baca thread  orang saja merinding  akuny
sadness,kadang suka miris liat jalan di daerah   pelosok  yang dibangun sama pemerintah pusat  tidak nyediain pedestrian pisan 
happy,beberapa orang tetap bisa menikmati hidup walaupun belum di pertemukan dengan pasangan karena ia memiliki sahabat dan banyak teman    dari orang  terdekatnya  ia tak pernah merasa kekurangan kasih sayang
anger,ada di beberapa tempat sudah disediakan tmp  contohnya pasar gembrong  tetap saja yang dipakai trotoar  kami menghargai pedagang tapi negeri ini juga punya aturan agar semua happy 
sadness,niatnya sih tidur terus buka twitter eh scroll twitter sampai tidak ada habisnya iya kaya sayang saya ke kamu tidak ada habisnya sayangmu ke aku   habislah sudah    seperti tidak pernah ada
anger,orderan gk           driver gojek mgomel ke saya keterangan alamat yang saya tulis tidak bisa di liat di aplikasi yang dia pegang  padahal saya sudah tulis lengkap no rumah saya no      kesal saya diomel in karena aplikasi gojek sndr yang kurang kompetible untuk
happy,alhamdulillah  hari ini masih diberikan kesehatan dan kesempatan untuk mengukir sebuah kenangan  agar kisah hidup kita semakin hari  jadilebihbaik  bijak bersedia sosial dengan dukungan koneksi internet yang lancar 
sadness,segala kebaikan yang kita perbuat bagaikan meneteskan air keringat dilautan 
anger,ri siap menaikkan harga bbm emang rakyat mau apa kalau bbm naik mau beli sukur tdk beli ya terserah mau demo silahkan jika ingin diciduk pmrintah kok dilawan 
happy,menyumbangkan suara untuk lagu hellomellopoppunk   kalau mas anang sih yes  hellomellopoppunk  hellomello  poppunk  subang  recording   masterplan recording chamber
anger,anis bilang prabowo didukung mafia asal mangap apa fakta   sok nyolot kunyuk   satu ini tidak ada sopan santunnya sama pemimpin
anger,please jangan bawa nama anak muda bro  kalau masih debat dengan pak   tak pakai data apalagi nyinyir  serasa generasi milenial kurang literatur 
happy,saya selalu menunggu saat pagi dimana manusia itu mengirim pesan singkat yang isinya selalu sama  hari ini ada pr apa   pada sekitar pukul        dengan bangganya saya merasa satu satunya gadis kepercayaan nya di sekolah  terlebih lagi dia sring curht masalah kelurganya 
happy,saya mengadakan pertemuan sangat baik dengan presiden   dan dengan happy hati menemaninya dalam kunjungan blukusan  dadakan  di masyarakat  tulis lagarde dalam status twitter nya  jokowi periode
anger,apa sih maunya bri ini  dari tadi mau transfer ke bank lain via bri mobile begini terus  serius tidak sih melayani konsumen 
happy,hepi besdey pappa allello condropramonozld    panjang umur sehat sentosa banyak rejeki makin soleh amin ya rabb  pappa  yearsold   pemalang
happy,selamat pak   resmi jadi bapak  sekedar saran sering sering si jagoan dikasih dengar lagu ynwa sama tonton pertandingan liverpool    biar ngerti sejarah dan kesetiaan haha
anger,min   saya ngajuin npwp online  x berturut  kok ditolak dengan alasan sama yaa   upload ktp gagal  padahal waktu upload ktp sebelum kirim formuli sudah berhasil 
fear,menurut cak nun  orang yang tak percaya akhirat  logisnya tak percaya allah  secara syari   dia kafir  tapi cak nun tak mau bilang mega kafir tapi dia orang yang tak paham 
sadness,lebih baik mendengar suara bom  guntur  geledek  petir  atau gunung meletus daripada mendengar suara tangismu yang buat saya tak bisa berbuat apa apa 
anger,ish sialan sangat punya teman macam kamu hahaha xp
anger,beginilah manusia yang berwatak  setan     dia anggap dirinya  tuhan  dan paling benar dalam menjalankan agama 
sadness,melody masih membatasi diri ala member ya  yang dibales mentionnya pun yang dikenal aja  hahaha ya kalau seperti ini sih kisah jeketi tidak jauh beda dengan sebelum sebelumnya
happy,alhamdulilah tmksh tiara kamu to cantik dart ava oy
sadness,saya merasa gagal menjadi teman  saya tadi hanya mau bohong tapi jawaban mu seperti itu  termakan sendiri aku  sedih wed  maaf yaa
fear,spontan nyalakan flash hp dan cari tissue buat lap  tak lupa sebelumnya saya senter bagian atas kamar sejajar sama lokasi tetesan  tidak ada apa apa  mau liat hasil lap di tisu pun parno  pas braniin liat  untung ya cuma air biasa  karena lagi flu  percuma juga mau nyium itu baunya
happy,gara gara kapan hari ngopi terus dengerin lagu lagu jadul jaman sd kaya tangga  ello  andien  audy  terus sekarang bikin playlist lagu lagi yang seangkatan           
happy,membelasut mesra  papa pirang  romeo rabun  serabi solo itu punyanya kak   ronzzykevin wkwkwkkwkw membelasut mesra sih dulu ramai wkwkwk
